work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Finance,31200,EUR,33686,EE,0,EE,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,204600,USD,204600,US,0,US,M
2023,SE,FT,Engineer,126500,USD,126500,US,0,US,M
2023,SE,FT,Engineer,340000,USD,340000,US,0,US,M
2023,SE,FT,Engineer,212000,USD,212000,US,0,US,M
2023,SE,FT,Engineer,213600,USD,213600,US,0,US,M
2023,SE,FT,Engineer,142400,USD,142400,US,0,US,M
2023,SE,FT,Scientist,153600,USD,153600,US,0,US,M
2023,SE,FT,Scientist,106800,USD,106800,US,0,US,M
2023,SE,FT,Engineer,309000,USD,309000,US,0,US,M
2023,SE,FT,Engineer,142000,USD,142000,US,0,US,M
2023,MI,FT,Engineer,125000,USD,125000,US,100,US,M
2023,MI,FT,Engineer,85000,USD,85000,US,100,US,M
2023,SE,FT,Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Scientist,303050,USD,303050,US,0,US,M
2023,SE,FT,Scientist,202350,USD,202350,US,0,US,M
2023,SE,FT,Engineer,143000,USD,143000,US,0,US,M
2023,SE,FT,Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,L
2023,SE,FT,Engineer,79600,USD,79600,US,0,US,L
2023,SE,FT,Scientist,207900,USD,207900,US,0,US,M
2023,SE,FT,Scientist,158400,USD,158400,US,0,US,M
2023,SE,FT,Scientist,303050,USD,303050,US,0,US,M
2023,SE,FT,Scientist,202350,USD,202350,US,0,US,M
2023,SE,FT,Engineer,385000,USD,385000,US,0,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Engineer,241300,USD,241300,US,0,US,M
2023,SE,FT,Engineer,211949,USD,211949,US,0,US,M
2023,SE,FT,IT,115000,USD,115000,US,100,US,M
2023,SE,FT,IT,90000,USD,90000,US,100,US,M
2023,MI,FT,Scientist,172200,USD,172200,US,100,US,M
2023,MI,FT,Scientist,131200,USD,131200,US,100,US,M
2023,EN,FT,Scientist,105000,USD,105000,US,0,US,M
2023,EN,FT,Scientist,70000,USD,70000,US,0,US,M
2023,SE,FT,Engineer,253000,USD,253000,US,100,US,M
2023,SE,FT,Engineer,123800,USD,123800,US,100,US,M
2023,SE,FT,Scientist,240000,USD,240000,US,0,US,M
2023,SE,FT,Scientist,142500,USD,142500,US,0,US,M
2023,EN,FT,Scientist,150000,PLN,34924,TR,0,PL,M
2023,SE,FT,Engineer,330000,USD,330000,US,0,US,M
2023,SE,FT,Engineer,204000,USD,204000,US,0,US,M
2023,EX,FT,Engineer,180000,USD,180000,US,100,US,M
2023,EX,FT,Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Finance,193600,USD,193600,US,0,US,M
2023,SE,FT,Finance,130838,USD,130838,US,0,US,M
2023,SE,FT,Engineer,225500,USD,225500,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,143000,USD,143000,US,0,US,M
2023,SE,FT,Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,Engineer,328133,USD,328133,US,0,US,M
2023,SE,FT,Engineer,218755,USD,218755,US,0,US,M
2023,SE,FT,Scientist,250830,USD,250830,US,0,US,M
2023,SE,FT,Scientist,143370,USD,143370,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Scientist,203500,USD,203500,US,0,US,M
2023,SE,FT,Scientist,166500,USD,166500,US,0,US,M
2023,MI,FT,Scientist,180000,USD,180000,US,0,US,M
2023,MI,FT,Scientist,162000,USD,162000,US,0,US,M
2023,SE,FT,Engineer,145000,USD,145000,US,100,US,M
2023,SE,FT,Engineer,115000,USD,115000,US,100,US,M
2023,SE,FT,Finance,180400,USD,180400,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Finance,148350,USD,148350,US,0,US,M
2023,SE,FT,Finance,87400,USD,87400,US,0,US,M
2023,MI,FT,Finance,87500,USD,87500,US,100,US,M
2023,MI,FT,Finance,62500,USD,62500,US,100,US,M
2023,SE,FT,IT,157550,USD,157550,US,0,US,M
2023,SE,FT,IT,104650,USD,104650,US,0,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Engineer,309000,USD,309000,US,0,US,M
2023,SE,FT,Engineer,142000,USD,142000,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,100,US,M
2023,SE,FT,Engineer,118575,USD,118575,US,100,US,M
2023,SE,FT,Finance,129150,USD,129150,US,0,US,M
2023,SE,FT,Finance,98400,USD,98400,US,0,US,M
2023,SE,FT,Finance,192500,USD,192500,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,55000,GBP,67672,GB,100,GB,M
2023,MI,FT,Engineer,55000,GBP,67672,GB,100,GB,M
2023,SE,FT,IT,98010,USD,98010,US,0,US,M
2023,SE,FT,IT,66825,USD,66825,US,0,US,M
2023,SE,FT,IT,145000,USD,145000,US,0,US,M
2023,SE,FT,IT,130000,USD,130000,US,0,US,M
2023,MI,FT,Finance,95000,USD,95000,US,100,US,M
2023,MI,FT,Finance,80000,USD,80000,US,100,US,M
2023,MI,FT,Scientist,204500,USD,204500,US,0,US,M
2023,MI,FT,Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,IT,190000,USD,190000,US,100,US,M
2023,SE,FT,IT,170000,USD,170000,US,100,US,M
2023,SE,FT,Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Engineer,130000,USD,130000,US,0,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Engineer,170000,USD,170000,US,0,US,S
2023,MI,FT,Engineer,120000,USD,120000,US,0,US,S
2023,MI,FT,Finance,229000,USD,229000,US,0,US,M
2023,MI,FT,Finance,131000,USD,131000,US,0,US,M
2023,SE,FT,IT,85000,GBP,104584,GB,0,GB,M
2023,SE,FT,IT,75000,GBP,92280,GB,0,GB,M
2023,SE,FT,Finance,192000,USD,192000,US,100,US,M
2023,SE,FT,Finance,164000,USD,164000,US,100,US,M
2023,SE,FT,Engineer,181500,USD,181500,US,0,US,M
2023,SE,FT,Engineer,112200,USD,112200,US,0,US,M
2023,SE,FT,Scientist,223800,USD,223800,US,0,US,M
2023,SE,FT,Scientist,172100,USD,172100,US,0,US,M
2023,SE,FT,Scientist,258800,USD,258800,US,0,US,M
2023,SE,FT,Scientist,199200,USD,199200,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Engineer,148000,USD,148000,US,0,US,M
2023,SE,FT,Engineer,193600,USD,193600,US,0,US,M
2023,SE,FT,Engineer,119700,USD,119700,US,0,US,M
2023,SE,FT,Scientist,175750,USD,175750,US,0,US,M
2023,SE,FT,Scientist,136742,USD,136742,US,0,US,M
2023,MI,FT,Engineer,257400,USD,257400,US,0,US,M
2023,MI,FT,Engineer,193500,USD,193500,US,0,US,M
2023,SE,FT,Scientist,228856,USD,228856,US,100,US,M
2023,SE,FT,Scientist,144540,USD,144540,US,100,US,M
2023,SE,FT,IT,170000,USD,170000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,155000,USD,155000,US,100,US,M
2023,SE,FT,Scientist,125000,USD,125000,US,100,US,M
2023,SE,FT,IT,170000,USD,170000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,150600,USD,150600,US,100,US,M
2023,SE,FT,Engineer,120500,USD,120500,US,100,US,M
2023,SE,FT,Scientist,176000,USD,176000,US,0,US,M
2023,SE,FT,Scientist,152000,USD,152000,US,0,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,100,US,L
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,EX,FT,Engineer,110000,GBP,135344,GB,0,GB,M
2023,EX,FT,Engineer,80000,GBP,98432,GB,0,GB,M
2023,SE,FT,Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Scientist,172758,USD,172758,US,100,US,M
2023,MI,FT,Engineer,70000,GBP,86128,GB,100,GB,M
2023,MI,FT,Engineer,55000,GBP,67672,GB,100,GB,M
2023,MI,FT,Finance,110000,USD,110000,US,0,US,M
2023,MI,FT,Finance,85000,USD,85000,US,0,US,M
2023,MI,FT,Finance,42000,GBP,51676,GB,0,GB,M
2023,MI,FT,Finance,35000,GBP,43064,GB,0,GB,M
2023,SE,FT,Engineer,245000,USD,245000,US,100,US,M
2023,SE,FT,Engineer,194992,USD,194992,US,100,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Engineer,213800,USD,213800,US,0,US,M
2023,SE,FT,Engineer,180300,USD,180300,US,0,US,M
2023,SE,FT,Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Engineer,90000,USD,90000,US,0,US,M
2023,EX,FT,IT,375500,USD,375500,US,100,US,M
2023,EX,FT,IT,250300,USD,250300,US,100,US,M
2023,SE,FT,Engineer,250500,USD,250500,US,0,US,M
2023,SE,FT,Engineer,166600,USD,166600,US,0,US,M
2023,SE,FT,Engineer,262269,USD,262269,US,100,US,M
2023,SE,FT,Engineer,230797,USD,230797,US,100,US,M
2023,MI,FT,Engineer,147100,USD,147100,US,0,US,M
2023,MI,FT,Engineer,90700,USD,90700,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Finance,100000,GBP,123040,GB,0,GB,M
2023,SE,FT,Finance,75000,GBP,92280,GB,0,GB,M
2023,SE,FT,IT,80000,GBP,98432,GB,0,GB,M
2023,SE,FT,IT,50750,GBP,62442,GB,0,GB,M
2023,MI,FT,Scientist,115000,USD,115000,US,100,US,M
2023,MI,FT,Scientist,90000,USD,90000,US,100,US,M
2023,SE,FT,Finance,195000,USD,195000,US,100,US,M
2023,SE,FT,Finance,73500,USD,73500,US,100,US,M
2023,SE,FT,Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Engineer,84800,USD,84800,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Engineer,158900,USD,158900,US,100,US,M
2023,SE,FT,Engineer,132400,USD,132400,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,S
2023,MI,FT,IT,130000,USD,130000,US,0,US,M
2023,MI,FT,IT,100000,USD,100000,US,0,US,M
2023,SE,FT,Scientist,163800,USD,163800,US,0,US,M
2023,SE,FT,Scientist,126000,USD,126000,US,0,US,M
2023,SE,FT,Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Scientist,111967,USD,111967,US,100,US,M
2023,SE,FT,Engineer,205600,USD,205600,US,0,US,L
2023,SE,FT,Engineer,105700,USD,105700,US,0,US,L
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,MI,FT,Finance,104000,USD,104000,US,0,US,M
2023,MI,FT,Finance,88000,USD,88000,US,0,US,M
2023,SE,FT,Engineer,216027,USD,216027,US,100,US,M
2023,SE,FT,Engineer,101028,USD,101028,US,100,US,M
2023,SE,FT,Scientist,45000,EUR,48585,ES,0,ES,M
2023,SE,FT,Scientist,36000,EUR,38868,ES,0,ES,M
2023,SE,FT,Scientist,309400,USD,309400,US,0,US,L
2023,SE,FT,Scientist,159100,USD,159100,US,0,US,L
2023,SE,FT,Finance,142000,USD,142000,US,0,US,M
2023,SE,FT,Finance,128000,USD,128000,US,0,US,M
2023,SE,FT,Engineer,174350,USD,174350,US,100,US,M
2023,SE,FT,Engineer,126800,USD,126800,US,100,US,M
2023,SE,FT,Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,162000,USD,162000,US,0,US,M
2023,SE,FT,Engineer,262000,USD,262000,US,0,US,M
2023,SE,FT,Engineer,186000,USD,186000,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,L
2023,SE,FT,Engineer,79600,USD,79600,US,0,US,L
2023,SE,FT,Finance,129000,USD,129000,CA,100,CA,M
2023,SE,FT,Finance,95000,USD,95000,CA,100,CA,M
2023,SE,FT,Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Engineer,120000,USD,120000,US,0,US,M
2023,MI,FT,Finance,75000,GBP,92280,GB,0,GB,M
2023,MI,FT,Finance,55000,GBP,67672,GB,0,GB,M
2023,EN,FT,Scientist,27500,EUR,29691,IT,50,IT,L
2023,SE,FT,Finance,130000,USD,130000,US,100,US,S
2023,SE,FT,Finance,105000,USD,105000,US,100,US,S
2023,SE,FT,Engineer,232200,USD,232200,US,0,US,M
2023,SE,FT,Engineer,119000,USD,119000,US,0,US,M
2023,SE,FT,Scientist,268000,USD,268000,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Finance,153300,USD,153300,US,100,US,M
2023,SE,FT,Finance,104244,USD,104244,US,100,US,M
2023,SE,FT,Scientist,216000,USD,216000,US,100,US,M
2023,SE,FT,Scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,Scientist,190000,USD,190000,US,100,US,M
2023,SE,FT,Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,226000,USD,226000,US,100,US,M
2023,SE,FT,Scientist,160000,USD,160000,US,100,US,M
2023,MI,FT,Finance,80000,USD,80000,US,0,US,M
2023,MI,FT,Finance,70000,USD,70000,US,0,US,M
2023,SE,FT,Public Relations,198800,USD,198800,US,0,US,M
2023,SE,FT,Public Relations,122600,USD,122600,US,0,US,M
2023,SE,FT,Scientist,230000,USD,230000,US,100,US,M
2023,SE,FT,Scientist,196000,USD,196000,US,100,US,M
2023,SE,FT,Scientist,181500,USD,181500,US,0,US,M
2023,SE,FT,Scientist,127000,USD,127000,US,0,US,M
2023,MI,FT,Scientist,210000,USD,210000,US,0,US,S
2023,SE,FT,Public Relations,120000,USD,120000,CA,100,FR,M
2023,SE,FT,Engineer,385000,USD,385000,US,100,US,M
2023,SE,FT,Engineer,245000,USD,245000,US,100,US,M
2023,MI,FT,Engineer,225000,USD,225000,US,0,US,M
2023,MI,FT,Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Engineer,148500,CAD,110019,CA,100,CA,M
2023,SE,FT,Engineer,117000,CAD,86682,CA,100,CA,M
2023,SE,FT,Finance,131650,USD,131650,US,0,US,M
2023,SE,FT,Finance,105320,USD,105320,US,0,US,M
2023,SE,FT,Engineer,210000,USD,210000,US,0,US,M
2023,SE,FT,Engineer,151800,USD,151800,US,0,US,M
2023,SE,FT,Scientist,147500,USD,147500,US,100,US,M
2023,SE,FT,Scientist,112500,USD,112500,US,100,US,M
2023,SE,FT,Engineer,240000,USD,240000,US,0,US,M
2023,SE,FT,Engineer,163200,USD,163200,US,0,US,M
2023,SE,FT,Finance,134200,USD,134200,US,0,US,M
2023,SE,FT,Finance,103200,USD,103200,US,0,US,M
2023,SE,FT,Finance,65000,USD,65000,US,100,US,M
2023,SE,FT,Finance,55000,USD,55000,US,100,US,M
2023,SE,FT,Scientist,234000,USD,234000,US,0,US,M
2023,SE,FT,Scientist,176000,USD,176000,US,0,US,M
2023,SE,FT,Engineer,165400,USD,165400,US,0,US,M
2023,SE,FT,Engineer,127300,USD,127300,US,0,US,M
2023,SE,FT,Finance,180400,USD,180400,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,IT,100000,EUR,107968,PH,50,CZ,L
2023,MI,FT,Engineer,30390,EUR,32811,ES,100,ES,L
2023,MI,FT,IT,3200000,INR,38915,IN,50,IN,L
2023,MI,FT,IT,185900,USD,185900,US,0,US,M
2023,MI,FT,IT,129300,USD,129300,US,0,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,MI,FT,Engineer,145000,USD,145000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Scientist,126900,USD,126900,US,0,US,M
2023,MI,FT,Scientist,77900,USD,77900,US,0,US,M
2023,SE,FT,Finance,85000,USD,85000,US,0,US,M
2023,SE,FT,Finance,75000,USD,75000,US,0,US,M
2023,MI,FT,Engineer,90000,GBP,110736,GB,100,GB,M
2023,MI,FT,Engineer,75000,GBP,92280,GB,100,GB,M
2023,SE,FT,Engineer,330000,USD,330000,US,0,US,M
2023,SE,FT,Engineer,204000,USD,204000,US,0,US,M
2023,SE,FT,Finance,169000,USD,169000,US,0,US,M
2023,SE,FT,Finance,110600,USD,110600,US,0,US,M
2023,EN,FT,Engineer,2000000,INR,24322,IN,100,CH,L
2023,SE,FT,IT,3600000,INR,43779,IN,100,IN,L
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Engineer,225500,USD,225500,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,EN,FT,Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,226000,USD,226000,US,100,US,M
2023,SE,FT,Scientist,162000,USD,162000,US,100,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,100,US,M
2023,SE,FT,Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,IT,195000,USD,195000,US,0,US,M
2023,SE,FT,IT,160000,USD,160000,US,0,US,M
2023,SE,FT,Finance,154000,USD,154000,US,0,US,M
2023,SE,FT,Finance,82000,USD,82000,US,0,US,M
2023,SE,FT,IT,160000,USD,160000,US,100,US,M
2023,SE,FT,IT,145000,USD,145000,US,100,US,M
2023,SE,FT,Engineer,239400,USD,239400,US,0,US,M
2023,SE,FT,Engineer,136800,USD,136800,US,0,US,M
2023,EX,FT,IT,329500,USD,329500,US,100,US,M
2023,EX,FT,IT,269600,USD,269600,US,100,US,M
2023,SE,FT,Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Scientist,230000,USD,230000,US,100,US,M
2023,SE,FT,Scientist,180000,USD,180000,US,100,US,M
2023,SE,FT,Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Engineer,169000,USD,169000,US,0,US,M
2023,SE,FT,Engineer,91000,USD,91000,US,0,US,M
2023,SE,FT,Engineer,323300,USD,323300,US,0,US,M
2023,SE,FT,Engineer,184700,USD,184700,US,0,US,M
2023,SE,FT,IT,145000,USD,145000,US,0,US,M
2023,SE,FT,IT,130000,USD,130000,US,0,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Engineer,171250,USD,171250,US,0,US,M
2023,SE,FT,Engineer,113750,USD,113750,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Engineer,195000,USD,195000,US,100,US,M
2023,SE,FT,Engineer,142000,USD,142000,US,100,US,M
2023,MI,FT,Engineer,185900,USD,185900,US,0,US,M
2023,MI,FT,Engineer,129300,USD,129300,US,0,US,M
2023,SE,FT,Engineer,194100,USD,194100,US,0,US,M
2023,SE,FT,Engineer,152300,USD,152300,US,0,US,M
2023,SE,FT,IT,190000,USD,190000,US,0,US,M
2023,SE,FT,IT,120000,USD,120000,US,0,US,M
2023,SE,FT,Engineer,240000,USD,240000,US,100,US,M
2023,SE,FT,Engineer,157250,USD,157250,US,100,US,M
2023,SE,FT,Engineer,212000,USD,212000,US,100,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Engineer,194400,USD,194400,US,100,US,M
2023,SE,FT,Engineer,132192,USD,132192,US,100,US,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Engineer,174000,USD,174000,US,100,US,M
2023,SE,FT,Engineer,134000,USD,134000,US,100,US,M
2023,MI,FT,Engineer,36000,EUR,38868,ES,100,ES,L
2023,MI,FT,Engineer,152000,USD,152000,US,100,US,M
2023,SE,FT,IT,144700,USD,144700,US,0,US,M
2023,SE,FT,IT,85500,USD,85500,US,0,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,MI,FT,Finance,49200,EUR,53120,EE,0,EE,M
2023,MI,FT,Finance,36000,EUR,38868,EE,0,EE,M
2023,SE,FT,Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Scientist,160000,USD,160000,US,0,US,M
2023,MI,FT,Finance,67500,USD,67500,US,0,US,M
2023,MI,FT,Finance,46500,USD,46500,US,0,US,M
2023,EX,FT,Engineer,265800,USD,265800,US,100,US,M
2023,EX,FT,Engineer,177200,USD,177200,US,100,US,M
2023,SE,FT,Scientist,222000,USD,222000,US,0,US,M
2023,SE,FT,Scientist,115920,USD,115920,US,0,US,M
2023,SE,FT,Engineer,250000,USD,250000,US,100,US,M
2023,SE,FT,Engineer,190000,USD,190000,US,100,US,M
2023,SE,FT,Engineer,60000,EUR,64781,ES,100,ES,M
2023,SE,FT,Engineer,284310,USD,284310,US,0,US,M
2023,SE,FT,Engineer,153090,USD,153090,US,0,US,M
2023,SE,FT,Engineer,324000,USD,324000,US,0,US,M
2023,SE,FT,Engineer,159000,USD,159000,US,0,US,M
2023,SE,FT,Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Engineer,309000,USD,309000,US,0,US,M
2023,SE,FT,Engineer,142000,USD,142000,US,0,US,M
2023,SE,FT,Engineer,247300,USD,247300,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,MI,FT,Finance,95000,USD,95000,US,100,US,M
2023,MI,FT,Finance,80000,USD,80000,US,100,US,M
2023,MI,FT,Scientist,130500,USD,130500,US,0,US,M
2023,MI,FT,Scientist,111000,USD,111000,US,0,US,M
2023,SE,FT,Finance,213210,USD,213210,US,100,US,M
2023,SE,FT,Finance,102434,USD,102434,US,100,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,226600,USD,226600,US,0,US,M
2023,SE,FT,Scientist,140100,USD,140100,US,0,US,M
2023,SE,FT,Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Scientist,156400,USD,156400,US,100,US,M
2023,SE,FT,Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Engineer,176000,USD,176000,US,0,US,M
2022,EN,FT,Scientist,80000,USD,80000,CA,50,US,S
2023,SE,FT,Engineer,233400,USD,233400,US,100,US,M
2023,SE,FT,Engineer,145300,USD,145300,US,100,US,M
2023,SE,FT,Engineer,248000,USD,248000,US,0,US,M
2023,SE,FT,Engineer,149000,USD,149000,US,0,US,M
2023,EN,FT,Engineer,156450,USD,156450,US,100,US,M
2023,EN,FT,Engineer,119200,USD,119200,US,100,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Engineer,120250,USD,120250,US,0,US,M
2023,SE,FT,Scientist,216000,USD,216000,US,100,US,M
2023,SE,FT,Scientist,184000,USD,184000,US,100,US,M
2023,MI,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Scientist,230000,USD,230000,US,100,US,M
2023,SE,FT,Scientist,196000,USD,196000,US,100,US,M
2023,SE,FT,Engineer,192000,USD,192000,US,100,US,M
2023,SE,FT,Engineer,164000,USD,164000,US,100,US,M
2023,MI,FT,IT,225000,USD,225000,US,0,US,M
2023,MI,FT,IT,152700,USD,152700,US,0,US,M
2023,SE,FT,Scientist,192000,USD,192000,US,100,US,M
2023,SE,FT,Scientist,164000,USD,164000,US,100,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Scientist,60000,EUR,64781,DE,50,DE,L
2023,MI,FT,Engineer,160000,USD,160000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,139152,USD,139152,US,0,US,L
2023,MI,FT,Engineer,82452,USD,82452,US,0,US,L
2023,SE,FT,Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Scientist,142200,USD,142200,US,0,US,M
2023,MI,FT,IT,85000,USD,85000,US,0,US,M
2023,MI,FT,IT,65000,USD,65000,US,0,US,M
2023,SE,FT,Finance,139000,USD,139000,US,0,US,M
2023,SE,FT,Finance,85700,USD,85700,US,0,US,M
2023,SE,FT,Scientist,248100,USD,248100,US,0,US,M
2023,SE,FT,Scientist,145900,USD,145900,US,0,US,M
2023,EX,FT,Engineer,200000,USD,200000,US,100,US,M
2023,EX,FT,Engineer,145000,USD,145000,US,100,US,M
2023,SE,FT,Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,Engineer,184000,USD,184000,US,0,US,M
2023,SE,FT,Engineer,269500,USD,269500,US,0,US,M
2023,SE,FT,Engineer,166600,USD,166600,US,0,US,M
2023,EX,FT,Engineer,295500,USD,295500,US,100,US,M
2023,EX,FT,Engineer,165200,USD,165200,US,100,US,M
2023,SE,FT,Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,MI,FT,Engineer,235000,USD,235000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Finance,110000,USD,110000,US,0,US,M
2023,MI,FT,Finance,75000,USD,75000,US,0,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,100,US,M
2023,SE,FT,Engineer,144000,USD,144000,US,100,US,M
2023,MI,FT,Engineer,40000,GBP,49216,GB,100,GB,M
